ascore,category,description,ein,tot_exp,admin_exp_p,fund_eff,fund_exp_p,program_exp_p,fscore,leader,leader_comp,leader_comp_p,motto,name,tot_rev,state,subcategory,size,program_exp,fund_exp,admin_exp,predicted_score
85,Human Services,"The YWCA Knoxville is dedicated to eliminating racism, empowering women and promoting peace, justice, freedom and dignity for all. Women come to us in times of crisis, as survivors of rape or domestic violence, and for housing as they transition to a permanent living situation. We work to help them become independent by providing career counseling and support. They come for help meeting health-related goals. They come for after-school and summer programming for their children. They come for a variety of reasons. But they come. And they leave with a renewed spirit, new skills, and stronger lives.",62-0475701,1746520,0.148,0.12,0.097,0.754,94.75,Marigail Mullin,108776.0,0.0622,Eliminating racism. Empowering women.,YWCA Knoxville,2370721,TN,Multipurpose Human Service Organizations,small,1316876.08,169412.44,258484.96,88.75010088580912
89,Human Services,"Founded in 1947, YWCA Evanston/North Shore is dedicated to eliminating racism, empowering women and promoting peace, justice, freedom and dignity. With a unique focus on women and girls in our community, YWCA Evanston/North Shore makes a difference in the lives of women, children, and families by working to end domestic violence against women and children, nurturing women's economic empowerment and leadership, fostering racial, gender and economic equity, and empowering youth through swimming. We empower thousands of individuals to transform their lives and make our communities more just and equitable for all their members.",36-2193618,4620823,0.071,0.08,0.071,0.856,97.5,Karen Singer,134821.0,0.0291,Eliminating racism. Empowering women.,YWCA Evanston/North Shore,4659067,IL,Multipurpose Human Service Organizations,mid,3955424.488,328078.433,328078.433,92.02437409668528
86,Human Services,"The YWCA Cass Clay is dedicated to eliminating racism, empowering women, and promoting peace, justice, freedom, and dignity for all. Services offered include an emergency shelter; children's services; education and employment; transitional housing; and racial justice. The YWCA is a membership organization. Its strength is in the diversity of its membership and joining together to work toward the goal of empowering women.",45-0226435,3692778,0.081,0.05,0.051,0.867,100.0,Erin Prochnow,135243.0,0.0366,"Eliminating Racism, Empowering Women",YWCA Cass Clay,5174886,ND,Multipurpose Human Service Organizations,mid,3201638.526,188331.678,299115.018,90.0589868202209
100,Human Services,"Founded in 1867, YWCA Boston was the first YWCA in the United States, established by leaders in the abolition and suffrage movement to address critical social justice issues of the time. Today, YWCA Boston intends to incrementally reduce systemic racial and gender disparities and improve social cohesion in Boston neighborhoods where health, educational and safety inequities are most significant. YWCA Boston is dedicated to eliminating racism, empowering women, and promoting peace, justice, freedom and dignity for all.",04-2103548,2495701,0.182,0.42,0.128,0.688,75.69,Elizabeth Chandler,144880.0,0.058,"Eliminating racism, empowering women",YWCA Boston,1859210,MA,Multipurpose Human Service Organizations,small,1717042.288,319449.728,454217.582,82.76687108722962
82,Religion,"YUGO Ministries exists so that lives are transformed by Jesus Christ in Mexico and the world. We Mobilize the Church, and equip the believer, to reach the hopeless. Our International headquarters is located on the Baja peninsula of Mexico, in Ensenada, and we have field offices in Mexico, the US, and in Canada.",95-6150002,3584007,0.088,0.04,0.025,0.885,89.5,Scott Wester,88757.0,0.0247,Mobilize. Equip. Reach.,YUGO Ministries,3128853,CA,Religious Activities,mid,3171846.195,89600.175,315392.616,85.32239522633591
82,Education,"Founded in 1992 in Berkeley during a period of heightened youth violence and homicide, YR Media (formerly, Youth Radio) was established as an outlet for Bay Area youth to process their experiences and provide an alternative perspective to the prevailing media dialogue. YR Media is an award-winning media production company that trains diverse young people in digital media and technology. Partnering with industry professionals, students learn to produce marketable media for massive audiences while bringing youth perspectives to issues of public concern. Our mission is to launch young people on career and education pathways by engaging them in work-based learning opportunities, creative expression, professional development, and health and academic support services. YR Media operates bureaus in Los Angeles, Atlanta, and Washington, DC.",94-3180825,5065107,0.207,0.08,0.077,0.714,78.04,Ellin O'Leary,150000.0,0.0296,Training diverse young people in digital media and technology.,YR Media,6263683,CA,Youth Education Programs and Services,mid,3616486.398,390013.239,1048477.149,79.83391749648237
85,Religion,"Since 1943, YouthFront has engaged in innovative youth ministry, ministering to millions of young people. YouthFront engages in many strategies to minister to today's adolescents. But more important than programs, processes, or events, YouthFront is about people--from the thousands of youth involved in YouthFront to the staff, volunteers, youth workers, donors, and all the rest who are passionate about helping those young people to know Jesus Christ. The YouthFront staff believes first and foremost that we must be people who live and do youth ministry out of the fullness of their life with God. We all share a common focus and desire and it is summed up by our mission statement to bring youth into a growing relationship with Jesus Christ.",48-6088974,3681238,0.141,0.13,0.061,0.797,90.98,Mike King,64349.0,0.0174,Bringing youth into a growing relationship with Jesus Christ,YouthFront,3383055,KS,Religious Activities,mid,2933946.686,224555.518,519054.558,87.58951451006254
92,Human Services,"Founded in 1974, YouthCare builds confidence and self-sufficiency for homeless youth by providing a continuum of care that includes outreach, basic services, emergency shelter, housing, counseling, education, and employment training. For more than 40 years, YouthCare has been a leader in providing effective services to Seattle's homeless youth. At YouthCare, we serve children as young as 12 and young adults all of 24.",91-0917079,12370053,0.17,0.06,0.062,0.767,86.55,Melinda Giovengo,154888.0,0.0125,Homeless youth. Off the streets. Preparing for Life.,YouthCare,13833706,WA,"Youth Development, Shelter, and Crisis Services",mid,9487830.651,766943.286,2102909.01,88.95488902802602
96,Human Services,"Since our founding in 1990, YouthBuild USA has guided the development of the national YouthBuild network of more than 226 local programs that act in collaboration to improve their outcomes and impact. The mission of YouthBuild USA is to unleash the intelligence and positive energy of low-income youth to rebuild their communities and their lives. YouthBuild USA seeks to join with others to help build a movement toward a more just society in which respect, love, responsibility, and cooperation are the dominant unifying values, and sufficient opportunities are available for all people in all communities to fulfill their own potential and contribute to the well-being of others.",22-3076454,28362443,0.101,0.01,0.011,0.886,80.0,Dorothy Stoneman,179946.0,0.0063,Rebuilding our communities and our lives,YouthBuild USA,24110709,MA,"Youth Development, Shelter, and Crisis Services",big,25129124.5,311986.873,2864606.743,85.525015483072
100,Education,"Founded in 1995, Youth, I.N.C. (Improving Nonprofits for Children) seeks to improve the lives of America's youth through a unique venture philanthropy model that empowers, develops, and educates nonprofit organizations serving young people. We improve the lives of kids by strengthening the organizations that serve them. Youth, I.N.C. forms long-term relationships with nonprofits and offers training, mentoring, and support to build more effective and sustainable organizations. We organize, manage, and finance events that bring nonprofits together; train nonprofit executives; provide daily coaching; and build established and influential boards of directors.",52-1936144,7820923,0.095,0.12,0.12,0.784,83.11,Rehana Farrell,442227.0,0.0565,Improving nonprofits for children,"Youth, I.N.C.",7731129,NY,Scholarship and Financial Support,mid,6131603.632,938510.76,742987.685,88.05551636435536
81,Human Services,"Youth Service America (YSA) improves communities by increasing the number and the diversity of young people, ages 5-25, serving in substantive roles. Founded in 1986, YSA supports a global culture of engaged youth committed to a lifetime of service, learning leadership, and achievement. The impact of YSA's work through service and service-learning is measured in student achievement, workplace readiness, and healthy communities. Our goals are to: educate youth, teachers, community organizations, media, and public officials in the power of youth as problem solvers and engage children and youth as volunteers, as academic achievers, and as community leaders.",52-1500870,1974583,0.146,0.07,0.068,0.784,73.11,Steven A. Culbertson,203600.0,0.1031,Youth changing the world,Youth Service America,1652783,DC,"Youth Development, Shelter, and Crisis Services",small,1548073.072,134271.644,288289.118,76.90327924687865
70,Education,"Our mission is to Inspire Enthusiasm for Science and a Love of Learning in Pre-K through 6th-grade students in Santa Clara County, CA. We teach inquiry-based, life, physical, earth, and social science to nearly 30,000 children per year. Since our founding in 1953, we have taught hundreds of thousands of children. Our two youth programs are School & Group Programs and Summer Science Camps. We are committed to ensuring these programs are available to low-income, academically at-risk, and underserved populations. We also offer family Science Safaris (weekend and evening programs). YSI maintains 3 park-based Science & Nature Centers (San Jose, Saratoga, and Los Gatos). Each Center has specialized and unique artifacts, collections, and resources that connect children with nature while teaching science. Our programs are founded on the best practices of both hands-on science and experiential environmental education, and are correlated to the science content standards for CA public schools.",94-1265213,797542,0.272,0.23,0.108,0.618,68.37,Erika C. Buck,77508.0,0.0971,Partnering with nature to teach kids science,Youth Science Institute,808478,CA,Youth Education Programs and Services,small,492880.956,86134.536,216931.424,69.54151391891905
89,Education,"Youth Policy Institute, YPI, transforms Los Angeles neighborhoods using a holistic approach to reduce poverty by ensuring families have access to high-quality schools, wraparound education, and technology services, enabling a successful transition from cradle to college and career. For more than 30 years, YPI has been breaking the cycle of intergenerational poverty. At the core of our commitment to serving key high-need communities in Los Angeles with essential resources and support services, we focus on direct education and comprehensive services including early childhood education, tutoring, operating K鈥?2 schools, college preparation, computer labs, case management, financial capability, and job training.",52-1278339,41507430,0.067,0.01,0.013,0.919,85.0,Dixon Slingerland,396269.0,0.0095,Transforming Los Angeles neighborhoods,Youth Policy Institute,41627658,CA,Youth Education Programs and Services,big,38145328.17,539596.59,2780997.81,86.82215953178294
89,"Arts, Culture, Humanities","The Youth Orchestra of the Americas (YOA) is a world-class symphony orchestra of 100 musical leaders, ages 18 to 30, representing more than 25 countries in the Western Hemisphere. YOA'S mission is to bring together energetic, talented musicians to pursue excellence and celebrate cultural diversity as a catalyst for social change. In ten years, YOA has become an international brand by bringing renowned artists from Yo-Yo Ma to Valery Gergiev, from Pl谩cido Domingo to Philip Glass into the lives of underserved communities, young musicians, and diverse audiences.",52-2309214,1732284,0.06,0.08,0.081,0.857,85.0,Katarina Weir,114619.0,0.0661,Music transforming lives,Youth Orchestra of the Americas,1709586,DC,Performing Arts,small,1484567.388,140315.004,103937.04,86.80826290589968
100,Education,"Youth On Their Own (YOTO) is a dropout prevention program that supports the high school graduation of homeless unaccompanied youth throughout Southern Arizona. The youth we serve are in grades 6-12 (up to age 21) and have been abandoned through no fault of their own. Students are enrolled in Pima County public schools - including charter and alternative schools - and are motivated to obtain their high school diplomas despite personal and financial hardship. YOTO provides these tenacious young people with financial assistance, basic needs, and guidance as they work towards their high school graduation.",86-0644388,2254539,0.046,0.13,0.167,0.785,85.12,Nicola Hartmann,44118.0,0.0195,"Educating homeless teens, investing in Arizona's future!",Youth On Their Own,3358195,AZ,Youth Education Programs and Services,small,1769813.115,376508.013,103708.794,89.42580371980128
93,Human and Civil Rights,"The Youth Law Center is a public interest law firm that works to protect children in the nation's foster care and justice systems from abuse and neglect, and to ensure that they receive the necessary support and services to become healthy and productive adults. Since 1978, our lawyers have worked across the United States to reduce the use of out-of-home care and incarceration; ensure safe and humane conditions in out-of home placements; keep children out of adult jails; and secure equitable treatment for children in the child welfare and juvenile justice systems.",94-1715280,2596075,0.103,0.09,0.049,0.846,87.78,Jennifer Rodriguez,128844.0,0.0496,standing up for children at risk,Youth Law Center,2035272,CA,Advocacy and Education,small,2196279.45,127207.675,267395.725,90.02394367698322
89,Human Services,"Incorporated in 1969, Youth Haven is the only emergency residential shelter for children in Southwest Florida. Since inception, we have provided a home for thousands of neglected abused or abandoned children in desperate need of protection -ages six through eighteen, 24-hours a day, seven days a week, without exception. While our roots remain grounded in emergency shelter care, our campus flourishes with a Counseling Center and Homeless Teen and Transitional Living Program. Youth Haven works to create an exceptional experience that has the power to transform the lives of vulnerable children.",23-7065187,3685981,0.112,0.05,0.06,0.827,99.34,Stephanie Jinx Liggett,134391.0,0.0364,Protect & empower children & strengthen families in SW Florida through comprehensive care & community collaboration,"Youth Haven, Florida",4353826,FL,Children's and Family Services,mid,3048306.287,221158.86,412829.872,92.1992902213136
97,Human Services,"Founded in 1968, Youth Haven is a non-denominational Christian outreach with a single purpose of meeting the needs of disadvantaged youth - free of charge. With campuses in Michigan and Arizona, they have designed year-round on-site programs, Kids' Klub after school activities, Caring Clowns hospital outreach, and follow-up efforts to show hurting kids that God loves them, people care about them, and there is hope for the future!",38-1882052,2019577,0.097,0.06,0.074,0.828,94.67,Lars E. Carlson,81301.0,0.0402,Meeting the needs of America's disadvantaged youth,Youth Haven,2061490,MI,"Youth Development, Shelter, and Crisis Services",small,1672209.756,149448.698,195898.969,95.7414120010228
92,Education,"Character matters. It's what moves a person to make responsible decisions despite their fears. It's what leads a person to realize that they matter, that others matter and that everyone's actions matter. It's what motivates a person to be a force for good. At Youth Frontiers (YF), we partner with schools to inspire character and leadership in students and help build a positive school climate that supports student success.",41-1598977,3978496,0.04,0.34,0.172,0.787,77.84,Joseph Cavanaugh,220526.0,0.0554,Building Community. Inspiring Character.,Youth Frontiers,4217399,MN,Youth Education Programs and Services,mid,3131076.352,684301.312,159139.84,83.29498701344791
89,Human Services,"Founded in 1986, Youth for Tomorrow (YFT) is committed to providing a safe, healthy, and compassionate environment for at-risk youth who have been abandoned, abused, or otherwise alienated from family and community. Our mission is to provide them the opportunity and motivation to focus their lives and develop the confidence, skills, intellectual ability, spiritual insight and moral integrity to become responsible and productive members of society. YFT programs are designed to meet the needs of children ages 11-17 struggling with a variety of difficulties at home and school. Since our doors opened, we have served 800 children.",52-1342268,23989772,0.091,0.04,0.034,0.874,92.5,Gary L. Jones,616690.0,0.0257,An enduring legacy,Youth For Tomorrow,24920061,VA,"Youth Development, Shelter, and Crisis Services",big,20967060.73,815652.248,2183069.252,90.57620198023132
100,Religion,"For over 70 years Miami YFC has enjoyed a distinctive history of youth outreach. The YFC organization began in 1945 with the objective of reaching young people by working together with the local community. By providing educational and outreach programs at no cost to the community, Miami YFC makes a significant impact in the lives of children and youth throughout Miami-Dade County.",59-6033466,1698731,0.077,0.1,0.12,0.801,84.78,Bonnie Rodriguez,78440.0,0.0461,For every kid... one at a time!,"Youth for Christ, Miami",1699169,FL,Religious Activities,small,1360683.531,203847.72,130802.287,89.24008323921292
96,Religion,"Since 1944, Youth for Christ (YFC) has had a distinctive history of youth evangelism. Beginning in dozens of cities at the end of World War II, YFC quickly organized into a national movement. Starting with Saturday night youth rallies in the late 1940s and early 1950s, YFC's ministry methodology turned to Bible Clubs in the late 50s and 60s. It was in this period of ministry that the concept of teen to teen evangelism was birthed. The vision of YFC is, as a part of the body of Christ, to see every young person in every people group in every nation have the opportunity to make an informed decision to become a follower of Jesus Christ and to become a part of a local church.",36-2193619,17714934,0.143,0.11,0.078,0.777,83.76,Daniel S. Wolgemuth,183660.0,0.0103,Give Life to Your Story,Youth for Christ USA,18407034,CO,Religious Activities,big,13764503.72,1381764.852,2533235.562,88.18262221916514
100,Religion,"The Youth for Christ (YFC) national movement began in 1944 under the prominent leadership of the Reverend Billy Graham. Youth for Christ, Fort Wayne Area opened its doors seven years later in 1951. Since that time, the Northern Indiana chapter has grown into the largest of almost 200 ministry centers throughout the United States. YFC reaches young people everywhere, working together with the local church and other likeminded partners to raise up lifelong followers of Jesus who lead by their godliness in lifestyle, devotion to the Word of God and prayer, passion for sharing the love of Christ and commitment to social involvement. Youth for Christ Northern Indiana youth professionals currently serve the students and administrations in 13 high schools, 15 middle schools, two juvenile institutions, and four government-subsidized neighborhoods throughout Allen, Huntington, and Whitley Counties.",35-1051837,2597843,0.23,0.13,0.117,0.651,84.31,Larry Lance,111176.0,0.0427,We see the hope and potential in every young person,Youth For Christ of Northern Indiana,2879783,IN,Religious Activities,small,1691195.793,303947.631,597503.89,88.85408399725553
100,Religion,"Founded in 1944, Youth for Christ (YFC) is a worldwide Christian movement working with young people around the globe. Motivated by their faith in Jesus Christ they share the good news of God with young people. Youth for Christ is made up of tens of thousands of primarily volunteer indigenous people in over 100 nations working together in giving every young person an opportunity to be a follower of Jesus Christ and become a part of a local church. YFC is committed to take the Gospel of Jesus Christ to all young people and always seek to do so with urgency, using the most culturally acceptable means.",84-1188718,4793915,0.097,0.03,0.037,0.864,91.29,John Bastian,90040.0,0.0187,"Young leaders characterised by godliness, devotion, boldness, commitment",Youth for Christ International,4762685,CO,Religious Activities,mid,4141942.56,177374.855,465009.755,93.85237107538948
89,Human Services,"Founded in 1998, Youth First, Inc. exists to strengthen and transform the lives of young people and families through Master's level social workers embedded in schools free of charge who deliver on-site behavioral mental health services and evidence-based programs that prevent substance abuse, improve relationships, and develop critical life skills.",35-2050168,3479595,0.058,0.13,0.094,0.846,93.69,Parri Black,92327.0,0.0265,Strengthening the lives of youth and families through specialized mentoring and evidence-based prevention programs,Youth First,3731764,IN,Children's and Family Services,small,2943737.37,327081.93,201816.51,91.03337022843711
77,Education,"Founded in 1991 by the Charles Koch Foundation, Youth Entrepreneurs (formerly Youth Entrepreneurs Kansas) teaches students business and entrepreneurial education to help them prosper and become contributing members of society. We believe teaching entrepreneurship better prepares students for success in business and other future career and education endeavors. We stimulate economic thinking skills; encourage creative, intelligent risk-taking; provide practical business experience; and instill independence and personal responsibility.",48-1187886,3267073,0.039,0.1,0.162,0.798,88.51,Kylie Stupka,247568.0,0.0757,Preparing Students for Success,Youth Entrepreneurs,7941894,KS,Youth Education Programs and Services,small,2607124.254,529265.826,127415.847,81.8257788622429
89,Human Services,"Founded in 2004, the mission of the Youth Empowerment Project (YEP) is to provide intensive case management, mentoring and educational services to at-risk New Orleans youth. We will strengthen each young person's capacity to successfully connect with his or her family and community and lay the foundation for a healthy transition to adulthood. Since its inception, YEP has earned local and statewide recognition for being at the cutting edge of progressive programs for at-risk youth. We started as the first-of-its-kind re-entry program for juvenile offenders in Louisiana and now we are the region's most comprehensive and established agency working with at-risk, court-involved and out-of-school youth.",42-1633060,3678097,0.159,0.06,0.064,0.776,90.38,Melissa Sawyer,104077.0,0.0282,"Providing intensive case management, mentoring and educational services to at-risk New Orleans youth",Youth Empowerment Project,3684092,LA,"Youth Development, Shelter, and Crisis Services",mid,2854203.272,235398.208,584817.423,89.65674388683145
96,Human Services,"Youth Emergency Services (YES) was founded in 1977 to serve homeless and at-risk youth by providing critically needed resources which empower them to become self-sufficient. Basically, we help youth in crisis get back on their feet in whatever ways we can. After meeting their immediate needs for food, shelter, clothing and safety, we create a support system which helps them flourish. We envision a community which understands and embraces its youth, creating an environment where youth homelessness no longer exists.",47-0586898,1870270,0.171,0.08,0.087,0.74,86.85,Mary Fraser Meints,96649.0,0.0516,Serving homeless and at-risk youth by providing critically needed resources which empower them to become self-sufficient,Youth Emergency Services,1678251,NE,"Youth Development, Shelter, and Crisis Services",small,1383999.8,162713.49,319816.17,90.29029271956219
85,Human Services,"Youth Eastside Services is a lifeline for kids and families coping with challenges such as emotional distress, substance abuse and violence. Through intervention, outreach and prevention, YES builds confidence and responsibility, strengthens family relationships, and advocates for a safer community that cares for its youth. Since 1968, YES has helped young people and their families deal with emotional issues, drug and alcohol abuse, sexual abuse, dating violence, gang activity and bullying. Each year, we help tens of thousands of kids and family members discover the inner strength to overcome emotional problems and painful crises as they learn to make the right decisions that lead them toward happy, healthy lives.",91-0849093,4742646,0.126,0.19,0.107,0.765,90.68,This organization did not report a CEO,,,A Lifeline for Kids and Families,Youth Eastside Services,4256214,WA,"Youth Development, Shelter, and Crisis Services",mid,3628124.19,507463.122,597573.396,87.45870810003696
54,Religion,"Out mission is to invite and challenge youth to a lifelong journey in relationship with Christ and His church. As we fulfill our mission, our goal is to see Northwest youth transformed by the power of Christ, integrated into the local church, and impacting their world for Him.",91-0858312,2403842,0.134,0.03,0.027,0.838,81.54,Thomas Davis,52519.0,0.0218,Reaching today's youth through dynamic relationships and challenging experiences,Youth Dynamics,2505882,WA,Religious Activities,small,2014419.596,64903.734,322114.828,65.0784664510843
81,Human Services,"Founded by Jim Moran in 1984, the mission of the Youth Automotive Training Center (YATC) is to train and educate at-risk youth in basic automotive repair skills, academic remediation, job readiness and life management skills. The goal of this program is to prepare young adults who are at a disadvantage in their lives to become self-sufficient, productive, law-abiding citizens. YATC is unique in that its support does not end at graduation. The school continues to provide resources and opportunities to graduates to help them stay on the right track. YATC has developed from a one-room training center into a 16,000 square-foot modern facility featuring technical and academic classrooms, a computer learning center/library, state-of-the-art automotive shop, conference room, lunch room and fitness room.",59-2432681,1865834,0.18,0.12,0.031,0.787,87.13,Terry Routely,154000.0,0.0825,Preparing disadvantaged kids for a better future,Youth Automotive Training Center,2558356,FL,Social Services,small,1468411.358,57840.854,335850.12,83.77219775884414
97,Human Services,"Y.O.U. (Youth & Opportunity United, Inc.) is a youth development agency founded in 1971 that provides services and leadership to meet the emerging needs of young people and their families in our community. It is our goal that all young people acquire the skills, self-confidence, and opportunity to participate fully, freely, and responsibly in the life of the community.",36-2734966,4613043,0.143,0.05,0.082,0.774,95.32,Seth Green,149902.0,0.0324,"40 years 15,000 kids",Youth & Opportunity United,5661870,IL,"Youth Development, Shelter, and Crisis Services",mid,3570495.282,378269.526,659665.149,96.06480677748989
89,Education,"Founded in 2002, the Young Women's Preparatory Network is a nonprofit agency that partners with public school districts across the state of Texas to operate the largest network of all-girls, public, college preparatory schools in the nation. Our schools are located in struggling urban neighborhoods and have proven to be very successful. The schools have won multiple academic achievement awards, including being recognized amongst the top public schools in Texas and the nation.

YWPN formed the first public/private partnership with the Dallas Independent School District in August 2004, opening the Irma Lerma Rangel Young Women's Leadership School, the first all-girls' public school in Texas. Since then, YWPN has opened schools in Austin, Fort Worth, Grand Prairie, Houston, Lubbock, San Antonio and Ysleta (El Paso) serving more than 4,600 young women annually. Because of the success of the first school in Dallas, this school model is being replicated throughout the state, as a catalyst for positive educational change.",47-0902114,2770254,0.104,0.11,0.13,0.764,92.54,Lynn Mcbee,230000.0,0.083,Educating future leaders,Young Women's Preparatory Network,2386502,TX,Youth Education Programs and Services,small,2116474.056,360133.02,288106.416,90.59318978730094
96,Health,"Founded in 1998 by three young breast cancer survivors, the Young Survival Coalition (YSC) is the premier international organization dedicated to the critical issues unique to young women and breast cancer. YSC works with survivors, caregivers and the medical, research, advocacy and legislative communities to increase the quality and quantity of life for women diagnosed with breast cancer ages 40 and under. YSC members attend conferences; lobby federal and state legislators; speak at universities, colleges, and health fairs; and run an annual awareness campaign targeted at the medical community - encouraging doctors and researchers to focus more resources on this underserved segment of the population. The YSC also strives to educate and support young women living with a diagnosis of breast cancer.",13-4057685,3593929,0.114,0.09,0.109,0.776,77.2,Jennifer Merschdorf,155498.0,0.0432,Young women united against breast cancer,Young Survival Coalition,3691060,NY,"Diseases, Disorders, and Disciplines",mid,2788888.904,391738.261,409707.906,83.54688315990644
96,Religion,"Young Life (YL), which began in 1941, brings the good news of Jesus Christ into the lives of adolescents with an approach that is respectful of who kids are and hopeful about who they can be. YL is a Christian ministry that reaches out to middle school, high school and college-aged kids. Our approach is relational. We go where kids are in order to build friendships with them and earn the right to make a positive impact on their lives. We want them to know that they are loved and valued. YL is working with teens in more than 8,000 locations across the United States and in more than 100 countries.",84-0385934,327920020,0.072,0.06,0.05,0.876,94.98,Newton Crenshaw,149266.0,0.0004,Introducing adolescents to Jesus Christ and helping them grow in their faith,Young Life,349019455,CO,Religious Activities,big,287257937.5,16396001.0,23610241.44,95.45428405493188
85,"Arts, Culture, Humanities","Young Concert Artists (YCA) is a professional organization founded in 1961 to discover and launch the careers of exceptional, but unknown, young musicians from all over the world. YCA does everything possible to open the doors to the international concert world by providing management services, important debuts and performing experience at no cost to the artists. We present the Young Concert Artists Series in New York, at Zankel Hall at Carnegie with special events at Lincoln Center, and in Washington D.C. at the Kennedy Center; educate and build new audiences through our Educational Residency Program; and promote the creation and performance of new works through our Composer Program.",13-1951681,3165294,0.077,0.3,0.141,0.78,84.92,Susan Wadsworth,206500.0,0.0652,The future of music,Young Concert Artists,4233489,NY,Performing Arts,small,2468929.32,446306.454,243727.638,84.9789850215948
93,Education,"Founded in 1958, Young Audiences of Oregon & SW Washington has evolved from presenting only a few classical music performances to currently providing a roster of over 200 skilled residency and performing artists with programs in multiple artistic disciplines and cultures. We connect these artists with classroom teachers and together they use the arts to make learning come alive for their students. Our mission is to enhance children's learning with creative resources from the arts community. Through Young Audiences' Run For The Arts, schools raise the funds that make it possible to bring artists into their classrooms, pay for field trips to see performances and exhibitions and purchase art supplies.",93-0521848,1970686,0.039,0.18,0.109,0.851,86.5,Cary Clarke,68147.0,0.0345,"Helping to inspire the artists, audiences, patrons and creative citizens of the future",Young Audiences of Oregon & SW Washington,1983218,OR,Youth Education Programs and Services,small,1677053.786,214804.774,76856.754,89.27797824816464
89,Education,"Founded in 1952, Young Audiences (YA) works to help make the arts an essential part of young people's education. YA advances the artistic and educational development of youngsters by bringing them together with professional artists of all disciplines to learn, create and participate in the arts. This year, YA's network of 30 affiliates and 4,600 artists reached seven million children in nearly 7,000 schools with 16,300 performance demonstrations, 60,000 workshops and 3,240 teacher services. YA and its affiliates are engaged in several network projects, including Arts for Learning Lessons, MetLife Dance for Life, and Arts for Learning Interactive Media.",13-1688246,1773592,0.172,0.17,0.077,0.749,77.11,David Dik,310168.0,0.1748,Arts for learning,Young Audiences,1600999,NY,Youth Education Programs and Services,small,1328420.408,136566.584,305057.824,82.03914385746802
88,Human and Civil Rights,"Young America's Foundation protects the Reagan Ranch, Ronald Reagan's home of 25 years and his only private residence during his Presidency, and reaches new audiences with conservative ideas.",23-7042029,23732711,0.096,0.06,0.08,0.822,97.68,Ron Robinson,695476.0,0.0293,The Conservative Movement starts here,Young America's Foundation,24919352,VA,Advocacy and Education,big,19508288.44,1898616.88,2278340.256,91.37404112128617
89,Human Services,"York Rescue Mission (YRM) is a religious organization that has been in existence for over forty-six years. The Mission began with the objective to offer food, clothing, shelter and spiritual guidance for the poor and needy of York County. Since early 1962, the developing of this goal has continued. There are ten buildings used to shelter, feed, clothe, teach and educate men, women and children. Three additional buildings serve as our Economy Stores which supply needed items for clients and others in the community. There are three ministries at YRM: the Women's Ministries, the Men's Ministries, and the Lighthouse Youth Center Ministry. Every ministry has its own characteristics and programs.",23-6444734,3512383,0.154,0.21,0.137,0.707,73.96,Matthew Carey,72140.0,0.0205,Serving the needy since 1962,York Union Rescue Mission,3518078,PA,Homeless Services,mid,2483254.781,481196.471,540906.982,79.9667258000302
85,"Arts, Culture, Humanities","Founded in 1990, the mission of The York Theatre Company is to be a birthplace for new literate, intimate musicals, and a place where underappreciated musical gems from the past are rediscovered; to provide support for the creators of new musical theatre and be a showcase for new musical theatre talent of all kinds; to provide students with opportunities for hands-on theatre education; and to serve the community by presenting free or low-cost musical theatre performances to under-served audiences.",13-3550290,1794897,0.109,0.13,0.097,0.793,84.08,James Morgan,87500.0,0.0487,Where Musicals Come to Life...,York Theatre Company,1853282,NY,Performing Arts,small,1423353.321,174105.009,195643.773,84.57270725410545
75,Animals,"Founded in 1926, the York County Society for the Prevention of Cruelty to Animals (YCSPCA) is a charitable organization dedicated to providing long-term human and animal services to residents of York County through programs that find permanent, loving homes for displaced and stray animals, help control animal population growth, investigate and prosecute cruelty offenders and educate the general public about animal wellness and safety.",23-1399588,2589855,0.174,0.05,0.041,0.784,86.12,Melissa Smith,87680.0,0.0338,A new leash on life,York County SPCA,2410901,PA,"Animal Rights, Welfare, and Services",small,2030446.32,106184.055,450634.77,79.91156400364933
100,Human Services,"At the YMCA of the Suncoast strengthening community is our cause. The Y is a cause-driven, charitable organization that stands for youth development, healthy living and social responsibility. Every day we work side by side with our neighbors to make sure that everyone, regardless of age, income or background, has the opportunity to learn, grow and thrive. The 8 locations of YMCA of the Suncoast serve more than 84,000 members and program participants in Pinellas, Pasco, Hernando, and Citrus counties. We are the largest provider of school-age child care in Pinellas, Pasco, Hernando and Citrus counties, serving more than 5,000 children daily in over 50 locations with before and after school care, holiday camps and summer camps.",59-0810731,26612638,0.125,0.13,0.018,0.855,93.5,G. Scott Goyer,273997.0,0.0102,Strengthening the foundations of community,YMCA of the Suncoast,26877836,FL,Multipurpose Human Service Organizations,big,22753805.49,479027.484,3326579.75,95.38294082689922
